latitude,longitude,timestamp
52.5209028753153,13.397715841002297,2024-10-10 08:00:00
52.52089421175704,13.397656690700893,2024-10-10 08:00:03
52.52088554819877,13.397597540399488,2024-10-10 08:00:06
52.52087688464051,13.397538390098084,2024-10-10 08:00:09
52.520868221082246,13.397479239796679,2024-10-10 08:00:12
52.52085955752398,13.397420089495276,2024-10-10 08:00:15
52.520850893965715,13.397360939193872,2024-10-10 08:00:18
52.520842230407446,13.397301788892467,2024-10-10 08:00:21
52.520833566849184,13.397242638591063,2024-10-10 08:00:24
52.52082490329092,13.397183488289658,2024-10-10 08:00:27
52.52081623973265,13.397124337988254,2024-10-10 08:00:30
52.52080757617439,13.39706518768685,2024-10-10 08:00:33
52.52079891261613,13.397006037385445,2024-10-10 08:00:36
52.52079024905786,13.396946887084042,2024-10-10 08:00:39
52.5207815854996,13.396887736782636,2024-10-10 08:00:42
52.52077292194133,13.396828586481233,2024-10-10 08:00:45
52.52076425838307,13.396769436179829,2024-10-10 08:00:48
52.520755594824806,13.396710285878424,2024-10-10 08:00:51
52.52074693126654,13.39665113557702,2024-10-10 08:00:54
52.520738267708275,13.396591985275615,2024-10-10 08:00:57
52.52072960415001,13.396532834974211,2024-10-10 08:01:00
52.520720940591744,13.396473684672808,2024-10-10 08:01:03
52.52071227703348,13.396414534371402,2024-10-10 08:01:06
52.52070361347521,13.396355384069999,2024-10-10 08:01:09
52.52069494991695,13.396296233768593,2024-10-10 08:01:12
52.52068628635869,13.39623708346719,2024-10-10 08:01:15
52.52067762280042,13.396177933165784,2024-10-10 08:01:18
52.52066895924216,13.39611878286438,2024-10-10 08:01:21
52.520660295683896,13.396059632562977,2024-10-10 08:01:24
52.52065163212563,13.396000482261572,2024-10-10 08:01:27
52.520642968567365,13.395941331960168,2024-10-10 08:01:30
52.5206343050091,13.395882181658763,2024-10-10 08:01:33
52.520625641450835,13.39582303135736,2024-10-10 08:01:36
52.52061697789257,13.395763881055956,2024-10-10 08:01:39
52.520608314334304,13.39570473075455,2024-10-10 08:01:42
52.52059965077604,13.395645580453147,2024-10-10 08:01:45
52.52059098721778,13.395586430151742,2024-10-10 08:01:48
52.52058232365951,13.395527279850338,2024-10-10 08:01:51
52.52057366010125,13.395468129548934,2024-10-10 08:01:54
52.52056499654298,13.395408979247529,2024-10-10 08:01:57
52.52055633298472,13.395349828946125,2024-10-10 08:02:00
52.520547669426456,13.39529067864472,2024-10-10 08:02:03
52.52053900586819,13.395231528343317,2024-10-10 08:02:06
52.520530342309925,13.395172378041913,2024-10-10 08:02:09
52.52052167875166,13.395113227740508,2024-10-10 08:02:12
52.520513015193394,13.395054077439104,2024-10-10 08:02:15
52.52050435163513,13.394994927137699,2024-10-10 08:02:18
52.52049568807686,13.394935776836295,2024-10-10 08:02:21
52.5204870245186,13.394876626534892,2024-10-10 08:02:24
52.52047836096034,13.394817476233486,2024-10-10 08:02:27
52.52046969740207,13.394758325932083,2024-10-10 08:02:30
52.52046103384381,13.394699175630677,2024-10-10 08:02:33
