latitude,longitude,timestamp
52.51167067393667,13.399235991809515,2024-10-10 08:00:00
52.511578806458715,13.399312897970113,2024-10-10 08:00:03
52.51148693898075,13.399389804130708,2024-10-10 08:00:06
52.5113950715028,13.399466710291305,2024-10-10 08:00:09
52.511303204024834,13.399543616451902,2024-10-10 08:00:12
52.51121133654688,13.399620522612498,2024-10-10 08:00:15
52.51111946906892,13.399697428773095,2024-10-10 08:00:18
52.51102760159096,13.399774334933692,2024-10-10 08:00:21
52.510935734113005,13.399851241094288,2024-10-10 08:00:24
52.51084386663505,13.399928147254885,2024-10-10 08:00:27
52.51075199915709,13.40000505341548,2024-10-10 08:00:30
52.51066013167913,13.400081959576077,2024-10-10 08:00:33
52.51056826420117,13.400158865736675,2024-10-10 08:00:36
52.51047639672321,13.40023577189727,2024-10-10 08:00:39
52.51038452924526,13.400312678057867,2024-10-10 08:00:42
52.510292661767295,13.400389584218464,2024-10-10 08:00:45
52.51020079428934,13.40046649037906,2024-10-10 08:00:48
52.51010892681138,13.400543396539657,2024-10-10 08:00:51
52.51001705933342,13.400620302700254,2024-10-10 08:00:54
52.509925191855466,13.40069720886085,2024-10-10 08:00:57
52.5098333243775,13.400774115021447,2024-10-10 08:01:00
52.50974145689955,13.400851021182044,2024-10-10 08:01:03
52.50964958942159,13.40092792734264,2024-10-10 08:01:06
52.50955772194363,13.401004833503237,2024-10-10 08:01:09
52.509465854465674,13.401081739663834,2024-10-10 08:01:12
52.50937398698771,13.40115864582443,2024-10-10 08:01:15
52.509282119509756,13.401235551985026,2024-10-10 08:01:18
52.5091902520318,13.401312458145622,2024-10-10 08:01:21
52.50909838455384,13.401389364306219,2024-10-10 08:01:24
52.50900651707588,13.401466270466816,2024-10-10 08:01:27
52.50891464959792,13.401543176627412,2024-10-10 08:01:30
52.508822782119964,13.401620082788009,2024-10-10 08:01:33
52.50873091464201,13.401696988948606,2024-10-10 08:01:36
52.508639047164046,13.401773895109201,2024-10-10 08:01:39
52.50854717968609,13.401850801269799,2024-10-10 08:01:42
52.508455312208135,13.401927707430396,2024-10-10 08:01:45
52.50836344473017,13.402004613590991,2024-10-10 08:01:48
52.508271577252216,13.402081519751588,2024-10-10 08:01:51
52.508179709774254,13.402158425912186,2024-10-10 08:01:54
52.5080878422963,13.402235332072781,2024-10-10 08:01:57
52.50799597481834,13.402312238233378,2024-10-10 08:02:00
52.50790410734038,13.402389144393975,2024-10-10 08:02:03
52.507812239862425,13.40246605055457,2024-10-10 08:02:06
52.50772037238446,13.402542956715168,2024-10-10 08:02:09
52.507628504906506,13.402619862875763,2024-10-10 08:02:12
52.50753663742855,13.40269676903636,2024-10-10 08:02:15
52.50744476995059,13.402773675196958,2024-10-10 08:02:18
52.50735290247263,13.402850581357553,2024-10-10 08:02:21
52.50726103499468,13.40292748751815,2024-10-10 08:02:24
52.507169167516714,13.403004393678748,2024-10-10 08:02:27
52.50707730003876,13.403081299839343,2024-10-10 08:02:30
52.506985432560796,13.40315820599994,2024-10-10 08:02:33
52.50689356508284,13.403235112160537,2024-10-10 08:02:36
52.506801697604885,13.403312018321133,2024-10-10 08:02:39
52.50670983012692,13.40338892448173,2024-10-10 08:02:42
