latitude,longitude,timestamp
52.52888763262688,13.414287086863013,2024-10-10 08:00:00
52.52896573865084,13.414334888119479,2024-10-10 08:00:03
52.529043844674796,13.414382689375946,2024-10-10 08:00:06
52.52912195069876,13.414430490632412,2024-10-10 08:00:09
52.529200056722715,13.414478291888878,2024-10-10 08:00:12
52.52927816274667,13.414526093145344,2024-10-10 08:00:15
52.52935626877063,13.414573894401812,2024-10-10 08:00:18
52.52943437479458,13.414621695658278,2024-10-10 08:00:21
52.52951248081854,13.414669496914744,2024-10-10 08:00:24
52.5295905868425,13.414717298171212,2024-10-10 08:00:27
52.52966869286646,13.414765099427678,2024-10-10 08:00:30
52.529746798890415,13.414812900684144,2024-10-10 08:00:33
52.52982490491437,13.41486070194061,2024-10-10 08:00:36
52.52990301093833,13.414908503197077,2024-10-10 08:00:39
52.52998111696228,13.414956304453543,2024-10-10 08:00:42
52.530059222986246,13.41500410571001,2024-10-10 08:00:45
52.5301373290102,13.415051906966477,2024-10-10 08:00:48
52.53021543503416,13.415099708222943,2024-10-10 08:00:51
52.530293541058114,13.415147509479409,2024-10-10 08:00:54
52.53037164708207,13.415195310735875,2024-10-10 08:00:57
52.530449753106026,13.415243111992343,2024-10-10 08:01:00
52.53052785912999,13.415290913248809,2024-10-10 08:01:03
52.530605965153946,13.415338714505275,2024-10-10 08:01:06
52.5306840711779,13.415386515761742,2024-10-10 08:01:09
52.53076217720186,13.415434317018208,2024-10-10 08:01:12
52.530840283225814,13.415482118274674,2024-10-10 08:01:15
52.53091838924977,13.41552991953114,2024-10-10 08:01:18
52.53099649527373,13.415577720787608,2024-10-10 08:01:21
52.53107460129769,13.415625522044074,2024-10-10 08:01:24
52.531152707321645,13.41567332330054,2024-10-10 08:01:27
52.5312308133456,13.415721124557006,2024-10-10 08:01:30
52.53130891936956,13.415768925813474,2024-10-10 08:01:33
52.531387025393514,13.41581672706994,2024-10-10 08:01:36
52.53146513141748,13.415864528326406,2024-10-10 08:01:39
52.53154323744143,13.415912329582873,2024-10-10 08:01:42
52.53162134346539,13.41596013083934,2024-10-10 08:01:45
52.531699449489345,13.416007932095805,2024-10-10 08:01:48
52.5317775555133,13.416055733352271,2024-10-10 08:01:51
52.531855661537264,13.41610353460874,2024-10-10 08:01:54
52.53193376756122,13.416151335865205,2024-10-10 08:01:57
52.532011873585176,13.416199137121671,2024-10-10 08:02:00
52.53208997960913,13.416246938378139,2024-10-10 08:02:03
52.53216808563309,13.416294739634605,2024-10-10 08:02:06
52.532246191657045,13.41634254089107,2024-10-10 08:02:09
52.53232429768101,13.416390342147537,2024-10-10 08:02:12
52.532402403704964,13.416438143404005,2024-10-10 08:02:15
52.53248050972892,13.41648594466047,2024-10-10 08:02:18
52.532558615752876,13.416533745916936,2024-10-10 08:02:21
52.53263672177683,13.416581547173404,2024-10-10 08:02:24
52.53271482780079,13.41662934842987,2024-10-10 08:02:27
52.53279293382475,13.416677149686336,2024-10-10 08:02:30
52.53287103984871,13.416724950942802,2024-10-10 08:02:33
52.532949145872664,13.41677275219927,2024-10-10 08:02:36
52.53302725189662,13.416820553455736,2024-10-10 08:02:39
52.533105357920576,13.416868354712202,2024-10-10 08:02:42
52.53318346394453,13.41691615596867,2024-10-10 08:02:45
52.533261569968495,13.416963957225136,2024-10-10 08:02:48
52.53333967599245,13.417011758481602,2024-10-10 08:02:51
52.53341778201641,13.417059559738068,2024-10-10 08:02:54
52.53349588804036,13.417107360994535,2024-10-10 08:02:57
52.53357399406432,13.417155162251001,2024-10-10 08:03:00
52.533652100088275,13.417202963507467,2024-10-10 08:03:03
52.53373020611224,13.417250764763935,2024-10-10 08:03:06
52.533808312136195,13.417298566020401,2024-10-10 08:03:09
52.53388641816015,13.417346367276867,2024-10-10 08:03:12
52.53396452418411,13.417394168533333,2024-10-10 08:03:15
52.53404263020806,13.4174419697898,2024-10-10 08:03:18
52.534120736232026,13.417489771046267,2024-10-10 08:03:21
52.53419884225598,13.417537572302733,2024-10-10 08:03:24
52.53427694827994,13.4175853735592,2024-10-10 08:03:27
52.534355054303894,13.417633174815666,2024-10-10 08:03:30
52.53443316032785,13.417680976072132,2024-10-10 08:03:33
52.53451126635181,13.417728777328598,2024-10-10 08:03:36
52.53458937237577,13.417776578585066,2024-10-10 08:03:39
52.534667478399726,13.417824379841532,2024-10-10 08:03:42
52.53474558442368,13.417872181097998,2024-10-10 08:03:45
52.53482369044764,13.417919982354464,2024-10-10 08:03:48
52.534901796471594,13.417967783610932,2024-10-10 08:03:51
52.53497990249555,13.418015584867398,2024-10-10 08:03:54
52.53505800851951,13.418063386123864,2024-10-10 08:03:57
52.53513611454347,13.418111187380331,2024-10-10 08:04:00
52.535214220567426,13.418158988636797,2024-10-10 08:04:03
52.53529232659138,13.418206789893263,2024-10-10 08:04:06
52.53537043261534,13.41825459114973,2024-10-10 08:04:09
52.535448538639294,13.418302392406197,2024-10-10 08:04:12
52.53552664466326,13.418350193662663,2024-10-10 08:04:15
52.53560475068721,13.418397994919129,2024-10-10 08:04:18
52.53568285671117,13.418445796175597,2024-10-10 08:04:21
52.535760962735125,13.418493597432063,2024-10-10 08:04:24
52.53583906875908,13.418541398688529,2024-10-10 08:04:27
52.53591717478304,13.418589199944995,2024-10-10 08:04:30
52.535995280807,13.418637001201462,2024-10-10 08:04:33
52.53607338683096,13.418684802457928,2024-10-10 08:04:36
52.53615149285491,13.418732603714394,2024-10-10 08:04:39
52.53622959887887,13.418780404970862,2024-10-10 08:04:42
52.536307704902825,13.418828206227328,2024-10-10 08:04:45
52.53638581092678,13.418876007483794,2024-10-10 08:04:48
52.536463916950744,13.41892380874026,2024-10-10 08:04:51
