latitude,longitude,timestamp
52.51058096504199,13.40665022976207,2024-10-10 08:00:00
52.510626741367055,13.406688291586926,2024-10-10 08:00:03
52.51067251769212,13.406726353411784,2024-10-10 08:00:06
52.51071829401719,13.40676441523664,2024-10-10 08:00:09
52.510764070342255,13.406802477061497,2024-10-10 08:00:12
52.51080984666732,13.406840538886353,2024-10-10 08:00:15
52.51085562299239,13.406878600711211,2024-10-10 08:00:18
52.510901399317454,13.406916662536068,2024-10-10 08:00:21
52.51094717564252,13.406954724360924,2024-10-10 08:00:24
52.51099295196759,13.406992786185782,2024-10-10 08:00:27
52.511038728292654,13.407030848010638,2024-10-10 08:00:30
52.51108450461772,13.407068909835495,2024-10-10 08:00:33
52.51113028094279,13.407106971660353,2024-10-10 08:00:36
52.51117605726785,13.40714503348521,2024-10-10 08:00:39
52.51122183359292,13.407183095310065,2024-10-10 08:00:42
52.51126760991799,13.407221157134922,2024-10-10 08:00:45
52.51131338624305,13.40725921895978,2024-10-10 08:00:48
52.51135916256812,13.407297280784636,2024-10-10 08:00:51
52.511404938893186,13.407335342609493,2024-10-10 08:00:54
52.51145071521825,13.40737340443435,2024-10-10 08:00:57
52.51149649154332,13.407411466259207,2024-10-10 08:01:00
52.511542267868386,13.407449528084063,2024-10-10 08:01:03
52.51158804419345,13.40748758990892,2024-10-10 08:01:06
52.51163382051852,13.407525651733778,2024-10-10 08:01:09
52.511679596843585,13.407563713558634,2024-10-10 08:01:12
52.51172537316866,13.40760177538349,2024-10-10 08:01:15
52.511771149493725,13.407639837208349,2024-10-10 08:01:18
52.51181692581879,13.407677899033205,2024-10-10 08:01:21
52.51186270214386,13.407715960858061,2024-10-10 08:01:24
52.511908478468925,13.407754022682917,2024-10-10 08:01:27
52.51195425479399,13.407792084507776,2024-10-10 08:01:30
52.51200003111906,13.407830146332632,2024-10-10 08:01:33
52.512045807444125,13.407868208157488,2024-10-10 08:01:36
52.51209158376919,13.407906269982346,2024-10-10 08:01:39
52.51213736009426,13.407944331807203,2024-10-10 08:01:42
52.512183136419324,13.407982393632059,2024-10-10 08:01:45
52.51222891274439,13.408020455456917,2024-10-10 08:01:48
52.51227468906946,13.408058517281773,2024-10-10 08:01:51
52.512320465394524,13.40809657910663,2024-10-10 08:01:54
52.51236624171959,13.408134640931486,2024-10-10 08:01:57
52.51241201804466,13.408172702756344,2024-10-10 08:02:00
52.51245779436972,13.4082107645812,2024-10-10 08:02:03
52.51250357069479,13.408248826406057,2024-10-10 08:02:06
52.512549347019856,13.408286888230915,2024-10-10 08:02:09
52.51259512334492,13.408324950055771,2024-10-10 08:02:12
52.51264089966999,13.408363011880628,2024-10-10 08:02:15
52.512686675995056,13.408401073705484,2024-10-10 08:02:18
52.51273245232012,13.408439135530342,2024-10-10 08:02:21
52.51277822864519,13.408477197355198,2024-10-10 08:02:24
52.512824004970255,13.408515259180055,2024-10-10 08:02:27
52.51286978129532,13.408553321004913,2024-10-10 08:02:30
52.51291555762039,13.40859138282977,2024-10-10 08:02:33
52.512961333945455,13.408629444654625,2024-10-10 08:02:36
52.51300711027052,13.408667506479484,2024-10-10 08:02:39
52.51305288659559,13.40870556830434,2024-10-10 08:02:42
52.513098662920655,13.408743630129196,2024-10-10 08:02:45
52.51314443924572,13.408781691954053,2024-10-10 08:02:48
52.51319021557079,13.40881975377891,2024-10-10 08:02:51
52.513235991895854,13.408857815603767,2024-10-10 08:02:54
52.51328176822092,13.408895877428623,2024-10-10 08:02:57
52.51332754454599,13.408933939253481,2024-10-10 08:03:00
52.513373320871054,13.408972001078338,2024-10-10 08:03:03
52.51341909719612,13.409010062903194,2024-10-10 08:03:06
52.51346487352119,13.40904812472805,2024-10-10 08:03:09
52.51351064984625,13.409086186552909,2024-10-10 08:03:12
52.51355642617132,13.409124248377765,2024-10-10 08:03:15
52.513602202496386,13.409162310202621,2024-10-10 08:03:18
52.51364797882145,13.40920037202748,2024-10-10 08:03:21
52.51369375514652,13.409238433852336,2024-10-10 08:03:24
52.513739531471586,13.409276495677192,2024-10-10 08:03:27
52.51378530779665,13.40931455750205,2024-10-10 08:03:30
52.51383108412172,13.409352619326906,2024-10-10 08:03:33
52.513876860446786,13.409390681151763,2024-10-10 08:03:36
52.51392263677185,13.409428742976619,2024-10-10 08:03:39
52.51396841309692,13.409466804801477,2024-10-10 08:03:42
52.51401418942199,13.409504866626333,2024-10-10 08:03:45
52.51405996574706,13.40954292845119,2024-10-10 08:03:48
52.514105742072125,13.409580990276048,2024-10-10 08:03:51
52.51415151839719,13.409619052100904,2024-10-10 08:03:54
52.51419729472226,13.40965711392576,2024-10-10 08:03:57
52.514243071047325,13.409695175750617,2024-10-10 08:04:00
52.51428884737239,13.409733237575475,2024-10-10 08:04:03
52.51433462369746,13.409771299400331,2024-10-10 08:04:06
52.514380400022524,13.409809361225188,2024-10-10 08:04:09
52.51442617634759,13.409847423050046,2024-10-10 08:04:12
52.51447195267266,13.409885484874902,2024-10-10 08:04:15
52.514517728997724,13.409923546699758,2024-10-10 08:04:18
52.51456350532279,13.409961608524615,2024-10-10 08:04:21
52.51460928164786,13.409999670349473,2024-10-10 08:04:24
52.514655057972924,13.41003773217433,2024-10-10 08:04:27
52.51470083429799,13.410075793999185,2024-10-10 08:04:30
52.51474661062306,13.410113855824044,2024-10-10 08:04:33
52.51479238694812,13.4101519176489,2024-10-10 08:04:36
52.51483816327319,13.410189979473756,2024-10-10 08:04:39
52.514883939598256,13.410228041298614,2024-10-10 08:04:42
52.51492971592332,13.41026610312347,2024-10-10 08:04:45
52.51497549224839,13.410304164948327,2024-10-10 08:04:48
52.515021268573456,13.410342226773183,2024-10-10 08:04:51
52.51506704489852,13.410380288598041,2024-10-10 08:04:54
52.51511282122359,13.410418350422898,2024-10-10 08:04:57
